run_id,utc_timestamp,condition,persona,model_alias,model_name,stop_reason,tokens_input,tokens_output,elapsed_seconds,temperature,top_p,seed,reasoning_effort,max_tokens,endpoint,deployment,api_version,biography_sha256,n_vignettes_rendered,prompt_system_sha256,prompt_user_sha256,response_sha256,scoreable_tctm
baseline-grok-20260416T092415,2026-04-16T09:24:15Z,baseline,,grok,grok-4-20-reasoning,,12110,1309,31.88,,,,,,,,,,22,cd3bdf7c3a791ec8b1b9ad071b30ac69bc67442a4b37337f35c07624093165b0,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,f1b122a79db1fd40840e27dd21b515762789fa7184c511d150559cac0e818b5f,True
baseline-grok-20260416T092422,2026-04-16T09:24:22Z,baseline,,grok,grok-4-20-reasoning,,12110,1319,44.14,,,,,,,,,,22,cd3bdf7c3a791ec8b1b9ad071b30ac69bc67442a4b37337f35c07624093165b0,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,0008432ef3de609596219c8743f4e47fba25604346610647ccb1671d0d96cfc7,True
baseline-grok-20260416T092449,2026-04-16T09:24:49Z,baseline,,grok,grok-4-20-reasoning,,12110,1298,33.88,,,,,,,,,,22,cd3bdf7c3a791ec8b1b9ad071b30ac69bc67442a4b37337f35c07624093165b0,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,3ad06ce8574a989508c9640ded058faf6d33b4cfe05e084cb8f07ed8b66d5c05,True
baseline-grok-20260416T092525,2026-04-16T09:25:25Z,baseline,,grok,grok-4-20-reasoning,,12110,1272,37.09,,,,,,,,,,22,cd3bdf7c3a791ec8b1b9ad071b30ac69bc67442a4b37337f35c07624093165b0,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,980c28b36e678de2729d007544ab9bf6c6980527e57989e434363304a597abd3,True
baseline-grok4-20260531T151405,2026-05-31T15:14:05Z,baseline,,grok4,grok-4.20-beta-0309-reasoning,stop,12407,1316,23.74,,,,,,,,,,22,cd3bdf7c3a791ec8b1b9ad071b30ac69bc67442a4b37337f35c07624093165b0,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,dc3dc1679bec22d5b9f6d5235dc15fa14c91edc3be5c0253508b6c2e9b1a073b,True
baseline-grok4-20260531T151431,2026-05-31T15:14:31Z,baseline,,grok4,grok-4.20-beta-0309-reasoning,stop,12407,1168,28.31,,,,,,,,,,22,cd3bdf7c3a791ec8b1b9ad071b30ac69bc67442a4b37337f35c07624093165b0,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,0ba7e20975ff3f9c467ab6dc7fd7538e83ccf6ce33aab126c614ddc4406907b0,True
baseline-grok4-20260531T151501,2026-05-31T15:15:01Z,baseline,,grok4,grok-4.20-beta-0309-reasoning,stop,12407,1298,24.31,,,,,,,,,,22,cd3bdf7c3a791ec8b1b9ad071b30ac69bc67442a4b37337f35c07624093165b0,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,76a250514b5edbe794ab78bac186b200929461d9fca4c534b93ac687491eb012,True
baseline-grok4-20260531T151527,2026-05-31T15:15:27Z,baseline,,grok4,grok-4.20-beta-0309-reasoning,stop,12407,1303,29.82,,,,,,,,,,22,cd3bdf7c3a791ec8b1b9ad071b30ac69bc67442a4b37337f35c07624093165b0,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,542d04e36ad17e50745601ba0a59e5e02d5bae73e4384e26266c67103e581585,True
baseline-grok4-20260531T151559,2026-05-31T15:15:59Z,baseline,,grok4,grok-4.20-beta-0309-reasoning,stop,12407,1274,31.87,,,,,,,,,,22,cd3bdf7c3a791ec8b1b9ad071b30ac69bc67442a4b37337f35c07624093165b0,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,c56c0ad7e6667ad25e507a3c9d40fa6eb156f74a16147ded1f931413e08cf3f5,True
baseline-grok4-20260531T151633,2026-05-31T15:16:33Z,baseline,,grok4,grok-4.20-beta-0309-reasoning,stop,12407,1339,32.5,,,,,,,,,,22,cd3bdf7c3a791ec8b1b9ad071b30ac69bc67442a4b37337f35c07624093165b0,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,7068aa131f9b711927a1bd9ff759d7e7dc419f7386639881531bbd74b713d698,True
baseline-grok4-20260531T151707,2026-05-31T15:17:07Z,baseline,,grok4,grok-4.20-beta-0309-reasoning,stop,12407,1318,25.38,,,,,,,,,,22,cd3bdf7c3a791ec8b1b9ad071b30ac69bc67442a4b37337f35c07624093165b0,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,746284d264e54d8e7a43e1f7e275e4842ed36800043f78e56aa238f28606673f,True
baseline-grok4-20260531T151735,2026-05-31T15:17:35Z,baseline,,grok4,grok-4.20-beta-0309-reasoning,stop,12407,1331,25.5,,,,,,,,,,22,cd3bdf7c3a791ec8b1b9ad071b30ac69bc67442a4b37337f35c07624093165b0,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,104fb1ea1c8f2e724b204de2fb3390717856a61436c7075bf549fcde3ff27264,True
baseline-grok4-20260531T151802,2026-05-31T15:18:02Z,baseline,,grok4,grok-4.20-beta-0309-reasoning,stop,12407,1290,19.42,,,,,,,,,,22,cd3bdf7c3a791ec8b1b9ad071b30ac69bc67442a4b37337f35c07624093165b0,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,4503949701b080e9599ef0e21cb5f2394545923d54710c4ce8b468f66f3e829a,True
baseline-grok4-20260531T151824,2026-05-31T15:18:24Z,baseline,,grok4,grok-4.20-beta-0309-reasoning,stop,12407,1271,23.99,,,,,,,,,,22,cd3bdf7c3a791ec8b1b9ad071b30ac69bc67442a4b37337f35c07624093165b0,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,20f6cc63216a16fd3d1b3d2ead2c551363aa5dcc4a81d9ba4acb09bc9df13213,True
baseline-opus-20260416T091847,2026-04-16T09:18:47Z,baseline,,opus,eu.anthropic.claude-opus-4-6-v1,,16164,1570,37.25,,,,,,,,,,22,cd3bdf7c3a791ec8b1b9ad071b30ac69bc67442a4b37337f35c07624093165b0,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,d47cf1463de0616b15ad6eb9026c6f490c8f69dac42ce9d960e9ec47f3214cbb,True
baseline-opus-20260416T091926,2026-04-16T09:19:26Z,baseline,,opus,eu.anthropic.claude-opus-4-6-v1,,16164,1514,28.19,,,,,,,,,,22,cd3bdf7c3a791ec8b1b9ad071b30ac69bc67442a4b37337f35c07624093165b0,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,76b7619326865d87b0c812f33d984a203c47891624e191f65336c06e7f3f7fd9,True
baseline-opus-20260416T091949,2026-04-16T09:19:49Z,baseline,,opus,eu.anthropic.claude-opus-4-6-v1,,16164,1632,33.05,,,,,,,,,,22,cd3bdf7c3a791ec8b1b9ad071b30ac69bc67442a4b37337f35c07624093165b0,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,82138cb3de4c3ea97df4ea3f82826ca1135ab8bb903204b8175d354dfb83c3a1,True
baseline-opus-20260416T091956,2026-04-16T09:19:56Z,baseline,,opus,eu.anthropic.claude-opus-4-6-v1,,16164,1632,35.67,,,,,,,,,,22,cd3bdf7c3a791ec8b1b9ad071b30ac69bc67442a4b37337f35c07624093165b0,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,50bd2fc5ed3878e7f3da71bc78bb26dc94cc75df68854533bce8dac8af5827ce,True
baseline-opus-20260416T092031,2026-04-16T09:20:31Z,baseline,,opus,eu.anthropic.claude-opus-4-6-v1,,16164,1557,33.13,,,,,,,,,,22,cd3bdf7c3a791ec8b1b9ad071b30ac69bc67442a4b37337f35c07624093165b0,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,393a8d60c61af47ebdb3ca9220d132e8ce4f8542e9388e550ebe5172765d1573,True
baseline-opus-20260416T092041,2026-04-16T09:20:41Z,baseline,,opus,eu.anthropic.claude-opus-4-6-v1,,16164,1562,30.68,,,,,,,,,,22,cd3bdf7c3a791ec8b1b9ad071b30ac69bc67442a4b37337f35c07624093165b0,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,db41f0a1586951389c148674a69975227c39c1d6d613be6561fd1224106b9a07,True
baseline-opus-20260416T092107,2026-04-16T09:21:07Z,baseline,,opus,eu.anthropic.claude-opus-4-6-v1,,16164,1860,38.93,,,,,,,,,,22,cd3bdf7c3a791ec8b1b9ad071b30ac69bc67442a4b37337f35c07624093165b0,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,4a7ab4f7cea53cab3d8cfb1b6d5695345dac5e09c6afc24df5712514624e2667,True
baseline-opus-20260611T000146,2026-06-11T00:01:46Z,baseline,,opus,eu.anthropic.claude-opus-4-6-v1,,16540,1571,19.17,,,,,,,,,,22,cd3bdf7c3a791ec8b1b9ad071b30ac69bc67442a4b37337f35c07624093165b0,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,76c35cb388c086b6dc7fcf3b83b41c9b7b60385fcdb2481b3d3fd95750b466f6,True
baseline-opus-20260611T000207,2026-06-11T00:02:07Z,baseline,,opus,eu.anthropic.claude-opus-4-6-v1,,16540,1670,21.64,,,,,,,,,,22,cd3bdf7c3a791ec8b1b9ad071b30ac69bc67442a4b37337f35c07624093165b0,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,a542fe5dd5668f58ba7662b14cc4796ab314d13a9b482ac64de55be2d03409bf,True
baseline-opus-20260611T000231,2026-06-11T00:02:31Z,baseline,,opus,eu.anthropic.claude-opus-4-6-v1,,16540,1561,18.97,,,,,,,,,,22,cd3bdf7c3a791ec8b1b9ad071b30ac69bc67442a4b37337f35c07624093165b0,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,3c516a06d31b3a9e686d86fa65cf9283130cb93eb373eaa4fba051233257d645,True
baseline-opus-20260611T000252,2026-06-11T00:02:52Z,baseline,,opus,eu.anthropic.claude-opus-4-6-v1,,16540,1627,20.77,,,,,,,,,,22,cd3bdf7c3a791ec8b1b9ad071b30ac69bc67442a4b37337f35c07624093165b0,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,a8e17e99c4b3693f2b63168e1b90563e36ca7ea2f53376353de0fb162f1b5a32,True
baseline-opus-20260611T000315,2026-06-11T00:03:15Z,baseline,,opus,eu.anthropic.claude-opus-4-6-v1,,16540,1618,20.33,,,,,,,,,,22,cd3bdf7c3a791ec8b1b9ad071b30ac69bc67442a4b37337f35c07624093165b0,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,beb56c73bef8ecd87894262441c69804e8c50b3b29e69f93297585c631a23c6c,True
baseline-opus-20260611T000337,2026-06-11T00:03:37Z,baseline,,opus,eu.anthropic.claude-opus-4-6-v1,,16540,1609,20.21,,,,,,,,,,22,cd3bdf7c3a791ec8b1b9ad071b30ac69bc67442a4b37337f35c07624093165b0,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,bf43c3ebc6e523473e212e47468dd95c7952a726997191ea52b3fef590b8302e,True
baseline-opus-20260611T000359,2026-06-11T00:03:59Z,baseline,,opus,eu.anthropic.claude-opus-4-6-v1,,16540,1574,19.58,,,,,,,,,,22,cd3bdf7c3a791ec8b1b9ad071b30ac69bc67442a4b37337f35c07624093165b0,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,24b99faccca3f28eebea90e198f4f954c5d2b2985b973cd7074d8451a1152b42,True
baseline-opus-20260611T000421,2026-06-11T00:04:21Z,baseline,,opus,eu.anthropic.claude-opus-4-6-v1,,16540,1573,19.32,,,,,,,,,,22,cd3bdf7c3a791ec8b1b9ad071b30ac69bc67442a4b37337f35c07624093165b0,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,08d5b3f04f5f4f41a135e936b0a74695d01e504c2edc5e307047d27cb1269a34,True
baseline-opus-20260611T000442,2026-06-11T00:04:42Z,baseline,,opus,eu.anthropic.claude-opus-4-6-v1,,16540,1545,19.03,,,,,,,,,,22,cd3bdf7c3a791ec8b1b9ad071b30ac69bc67442a4b37337f35c07624093165b0,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,61a7a04ac6d64ec46ee55e29f6776117cdd893ea2114ea2776623494fa69fc5d,True
baseline-opus-20260611T000503,2026-06-11T00:05:03Z,baseline,,opus,eu.anthropic.claude-opus-4-6-v1,,16540,1618,20.95,,,,,,,,,,22,cd3bdf7c3a791ec8b1b9ad071b30ac69bc67442a4b37337f35c07624093165b0,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,acc43080c7c9ce47aa6a3c3d5777c5138011efbaaab8fa3fea4b135261e8dd0e,True
baseline-sonnet-20260416T091623,2026-04-16T09:16:23Z,baseline,,sonnet,eu.anthropic.claude-sonnet-4-6,,16164,1771,25.62,,,,,,,,,,22,cd3bdf7c3a791ec8b1b9ad071b30ac69bc67442a4b37337f35c07624093165b0,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,efa48ae6c59dc6f60a5264af0bb513326aec2eee03e6e304ee7440d7e4758f15,True
baseline-sonnet-20260416T091651,2026-04-16T09:16:51Z,baseline,,sonnet,eu.anthropic.claude-sonnet-4-6,,16164,1851,29.04,,,,,,,,,,22,cd3bdf7c3a791ec8b1b9ad071b30ac69bc67442a4b37337f35c07624093165b0,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,e58a98e350fe02ead6f662e738f1795f9d8ad47b7c0f4aeea615b4a20414e83d,True
baseline-sonnet-20260416T091711,2026-04-16T09:17:11Z,baseline,,sonnet,eu.anthropic.claude-sonnet-4-6,,16164,1877,27.88,,,,,,,,,,22,cd3bdf7c3a791ec8b1b9ad071b30ac69bc67442a4b37337f35c07624093165b0,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,85d7572a451120525f55c9248805d0ebbab58816b8bd1c809b29b92a668806e8,True
baseline-sonnet-20260416T091722,2026-04-16T09:17:22Z,baseline,,sonnet,eu.anthropic.claude-sonnet-4-6,,16164,1848,26.21,,,,,,,,,,22,cd3bdf7c3a791ec8b1b9ad071b30ac69bc67442a4b37337f35c07624093165b0,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,6a882177fc17f6dd95ff2ef1c7df959a6eada93ebb48a50a4de49879aae5bc71,True
baseline-sonnet-20260416T091741,2026-04-16T09:17:41Z,baseline,,sonnet,eu.anthropic.claude-sonnet-4-6,,16164,1763,24.11,,,,,,,,,,22,cd3bdf7c3a791ec8b1b9ad071b30ac69bc67442a4b37337f35c07624093165b0,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,786239319fcb098dc2e9fb59bbb70f8f24a64c82f21b3f432488ab37e4232cd7,True
baseline-sonnet-20260416T091750,2026-04-16T09:17:50Z,baseline,,sonnet,eu.anthropic.claude-sonnet-4-6,,16164,1957,27.83,,,,,,,,,,22,cd3bdf7c3a791ec8b1b9ad071b30ac69bc67442a4b37337f35c07624093165b0,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,77172628e85a903c887b57113320c22a5674a68bc8b46c2406242b45dd33a40f,True
baseline-sonnet-20260416T091807,2026-04-16T09:18:07Z,baseline,,sonnet,eu.anthropic.claude-sonnet-4-6,,16164,1791,25.99,,,,,,,,,,22,cd3bdf7c3a791ec8b1b9ad071b30ac69bc67442a4b37337f35c07624093165b0,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,be1e0c3cff219932df2666db8274005c12f9c6c23f8473f5902217907848f097,True
baseline-sonnet-20260416T091820,2026-04-16T09:18:20Z,baseline,,sonnet,eu.anthropic.claude-sonnet-4-6,,16164,1825,25.09,,,,,,,,,,22,cd3bdf7c3a791ec8b1b9ad071b30ac69bc67442a4b37337f35c07624093165b0,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,a30b601eb7524c8d019f25690368c0e21adc7f12651b30b5d6957d3ee7dd1d1d,True
baseline-sonnet-20260416T091835,2026-04-16T09:18:35Z,baseline,,sonnet,eu.anthropic.claude-sonnet-4-6,,16164,1831,26.19,,,,,,,,,,22,cd3bdf7c3a791ec8b1b9ad071b30ac69bc67442a4b37337f35c07624093165b0,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,516390d51aef0e49d696ccf0d2e68f06022bfe4d28cc5ccfd8e8719dbed14731,True
baseline-sonnet-20260416T091904,2026-04-16T09:19:04Z,baseline,,sonnet,eu.anthropic.claude-sonnet-4-6,,16164,1789,32.59,,,,,,,,,,22,cd3bdf7c3a791ec8b1b9ad071b30ac69bc67442a4b37337f35c07624093165b0,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,33a6276b3aaf0710af4a2731e20f9be8383e3ff5e51442656b8a881deb875634,True
baseline-sonnet-20260610T235334,2026-06-10T23:53:34Z,baseline,,sonnet,eu.anthropic.claude-sonnet-4-6,,16540,1800,25.22,,,,,,,,,,22,cd3bdf7c3a791ec8b1b9ad071b30ac69bc67442a4b37337f35c07624093165b0,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,f5db406f45edd3efd8fe0bb34c8a2c40d69ff0d4098dff7b3a292a57500d5a2a,True
baseline-sonnet-20260610T235401,2026-06-10T23:54:01Z,baseline,,sonnet,eu.anthropic.claude-sonnet-4-6,,16540,1860,25.12,,,,,,,,,,22,cd3bdf7c3a791ec8b1b9ad071b30ac69bc67442a4b37337f35c07624093165b0,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,03abb0249c5fe47e945065d3f87105617f28d47c34198554197f759c6075b0c7,True
baseline-sonnet-20260610T235428,2026-06-10T23:54:28Z,baseline,,sonnet,eu.anthropic.claude-sonnet-4-6,,16540,1864,25.77,,,,,,,,,,22,cd3bdf7c3a791ec8b1b9ad071b30ac69bc67442a4b37337f35c07624093165b0,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,2e60b06b574f89d4e54313123cce753a31ac3e1c78c75387de5a30f1b4bdc38a,True
baseline-sonnet-20260610T235456,2026-06-10T23:54:56Z,baseline,,sonnet,eu.anthropic.claude-sonnet-4-6,,16540,1835,24.98,,,,,,,,,,22,cd3bdf7c3a791ec8b1b9ad071b30ac69bc67442a4b37337f35c07624093165b0,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,227bc5811ae89d90e951a16b2fcb1ec69e4ccbe40d1558e5f26a4736b8e6eb9b,True
baseline-sonnet-20260610T235523,2026-06-10T23:55:23Z,baseline,,sonnet,eu.anthropic.claude-sonnet-4-6,,16540,1789,24.32,,,,,,,,,,22,cd3bdf7c3a791ec8b1b9ad071b30ac69bc67442a4b37337f35c07624093165b0,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,8e7b94741b65313adf35d206efdfd6ef44bfd097f3dab6b2dd5a84820baaa0a9,True
baseline-sonnet-20260610T235549,2026-06-10T23:55:49Z,baseline,,sonnet,eu.anthropic.claude-sonnet-4-6,,16540,1869,25.64,,,,,,,,,,22,cd3bdf7c3a791ec8b1b9ad071b30ac69bc67442a4b37337f35c07624093165b0,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,92470cc16f77eab3893947917a1c2900bb700a1a7fedc053969f4b847745ae8d,True
baseline-sonnet-20260610T235617,2026-06-10T23:56:17Z,baseline,,sonnet,eu.anthropic.claude-sonnet-4-6,,16540,1975,28.71,,,,,,,,,,22,cd3bdf7c3a791ec8b1b9ad071b30ac69bc67442a4b37337f35c07624093165b0,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,a7d1ed07ebd5c1b094e39ebad6743569a1cf1cc202bbd912926023a4a88b246c,True
baseline-sonnet-20260610T235648,2026-06-10T23:56:48Z,baseline,,sonnet,eu.anthropic.claude-sonnet-4-6,,16540,1764,23.6,,,,,,,,,,22,cd3bdf7c3a791ec8b1b9ad071b30ac69bc67442a4b37337f35c07624093165b0,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,f4104ad75969cff67b8c3109ac68d9c73396611132c4392d9b612d552526d7b4,True
baseline-sonnet-20260610T235713,2026-06-10T23:57:13Z,baseline,,sonnet,eu.anthropic.claude-sonnet-4-6,,16540,1863,25.52,,,,,,,,,,22,cd3bdf7c3a791ec8b1b9ad071b30ac69bc67442a4b37337f35c07624093165b0,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,56dcbb92f91cdef35dfb397d15ccb531f7e3e98b0200c2591667c75a1b7cfe5d,True
baseline-sonnet-20260610T235741,2026-06-10T23:57:41Z,baseline,,sonnet,eu.anthropic.claude-sonnet-4-6,,16540,1801,23.84,,,,,,,,,,22,cd3bdf7c3a791ec8b1b9ad071b30ac69bc67442a4b37337f35c07624093165b0,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,5d27412209d032d45a09698dcfac986c2dd803088d85f62dda5a29359d9474ee,True
dominika-gemini3f-20260416T031306,2026-04-16T03:13:06Z,persona,dominika,gemini3f,gemini-3-flash-preview,stop,18039,1322,14.22,,,,,,,,,,22,91349421384978fb45cd517021bab3102d7cda0c5c50698f1f5b5aef7dc4ec6c,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,bada5e1530f506798f5087b0da9aafdd7017dd7be0affa954dcb7f1e0eed857a,True
dominika-gemini3f-20260416T031829,2026-04-16T03:18:29Z,persona,dominika,gemini3f,gemini-3-flash-preview,stop,18039,1295,15.13,,,,,,,,,,22,91349421384978fb45cd517021bab3102d7cda0c5c50698f1f5b5aef7dc4ec6c,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,d6b620c9652036d8d4d67ec9406965707c543d7790cca279fb799babac6fc9b0,True
dominika-gemini3f-20260610T230244,2026-06-10T23:02:44Z,persona,dominika,gemini3f,gemini-3-flash-preview,stop,18367,1318,17.43,,,,,,,,,a9f0020eb63efeae949a4e9edfa470d366727fa16f045b014774494dc7ddef9e,22,91349421384978fb45cd517021bab3102d7cda0c5c50698f1f5b5aef7dc4ec6c,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,5a9dc8faa63df0759a7b6d1b10c64e3c2aaa2bfeeb32294c5dedeb102677293d,True
dominika-gemini3f-20260610T233442,2026-06-10T23:34:42Z,persona,dominika,gemini3f,gemini-3-flash-preview,stop,18367,1381,17.72,,,,,,,,,a9f0020eb63efeae949a4e9edfa470d366727fa16f045b014774494dc7ddef9e,22,91349421384978fb45cd517021bab3102d7cda0c5c50698f1f5b5aef7dc4ec6c,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,6e080e23ec8d89dda06241856818b6ca54e29fdb3d561fd83c2c7c4317465ae2,True
dominika-gpt54f-20260528T054817,2026-05-28T05:48:17Z,persona,dominika,gpt54f,gpt-5.4,stop,18474,825,9.8,,,,,,,,,,22,91349421384978fb45cd517021bab3102d7cda0c5c50698f1f5b5aef7dc4ec6c,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,56456275ba9992e4d88fd191ae319539ef2d8a113a1651f80316a86347e5235f,True
dominika-gpt54f-20260528T055610,2026-05-28T05:56:10Z,persona,dominika,gpt54f,gpt-5.4,stop,18474,1361,15.43,,,,,,,,,,22,91349421384978fb45cd517021bab3102d7cda0c5c50698f1f5b5aef7dc4ec6c,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,1a8b73cc0b621d6c7e1db25cf0a67288bb19056c2aa9c0cb845186670e608fa6,True
dominika-gpt54f-20260531T134739,2026-05-31T13:47:39Z,persona,dominika,gpt54f,gpt-5.4,stop,18791,2139,24.23,,,,,,,,,,22,91349421384978fb45cd517021bab3102d7cda0c5c50698f1f5b5aef7dc4ec6c,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,e77765d04363809f6750f5d95c2f9b4005af9277e4f0373dc5df96058b406695,True
dominika-gpt54f-20260531T144933,2026-05-31T14:49:33Z,persona,dominika,gpt54f,gpt-5.4,stop,18791,3672,40.58,,,,,,,,,,22,91349421384978fb45cd517021bab3102d7cda0c5c50698f1f5b5aef7dc4ec6c,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,fdb6113ef46fdb5485538abda50cd9e94ff15a8afe0a3344dc6f3730603f7850,True
dominika-gpt54mini-20260416T002941,2026-04-16T00:29:41Z,persona,dominika,gpt54mini,gpt-5.4-mini-2026-03-17,stop,18474,779,4.32,,,,,,,,,,22,91349421384978fb45cd517021bab3102d7cda0c5c50698f1f5b5aef7dc4ec6c,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,bdd9e7e4b1181f1c90b8b980cb25c6f1bd427fbfcfe9ac7ef39da02179b8fe30,True
dominika-gpt54mini-20260416T005625,2026-04-16T00:56:25Z,persona,dominika,gpt54mini,gpt-5.4-mini-2026-03-17,stop,18474,774,4.44,,,,,,,,,,22,91349421384978fb45cd517021bab3102d7cda0c5c50698f1f5b5aef7dc4ec6c,5419c4a3975a7a342c9ce3c909b489beb9e5d20aac0047423ece95ffc0f87476,fbf10d4dfc00db73e9c8404ccd180535a4c5887311860a1857a5fe67c8ed5d20,True
dominika-gpt54mini-20260531T130520,2026-05-31T13:05:20Z,persona,dominika,gpt54mini,gpt-5.4-mini-2026-03-17,stop,18791,4479,23.22,1.0,1.0,20260528,medium,16000,https://synthetic-benchmark.openai.azure.com/,gpt-5.4-mini,2024-10-21,a9f0020eb63efeae949a4e9edfa470d366727fa16f045b014774494dc7ddef9e,22,91349421384978fb45cd517021bab3102d7cda0c5c50698f1f5b5aef7dc4ec6c,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,0043b00961b94d1d37ae7721846b3499e8e82a87499996d733ddee7fa67e6147,True
dominika-gpt54mini-20260531T140640,2026-05-31T14:06:40Z,persona,dominika,gpt54mini,gpt-5.4-mini-2026-03-17,stop,18791,3979,18.72,1.0,1.0,20260528,medium,16000,https://synthetic-benchmark.openai.azure.com/,gpt-5.4-mini,2024-10-21,a9f0020eb63efeae949a4e9edfa470d366727fa16f045b014774494dc7ddef9e,22,91349421384978fb45cd517021bab3102d7cda0c5c50698f1f5b5aef7dc4ec6c,1b4d9298816a6ac5767e465986f4af6c02b1a174f986d007ea09b9a025dffa0d,6f4c2aa6ac88916405b2dec3ba452f70020f57a9b1bef39a1fbde78ed494705a,True
